post_id;post_txt;post_lable
837;‘Down’, It only means that you ;p
838;If people are trying to bring you ;p
839;I got less but I got best!;p
840;I’m cool but Summer made me hot!;p
841;I got less but I got best!;n
842;I am Waiting for GF Message!;p
843;So many assume. So few know.;p
844;Stop saying I wish start saying I will;p
845;It costs $b.bb to be a decent person.;b
846;With Great power, Comes great ele bill.;b
847;I’m sorry my fault. I forgot you’re an Idiot.;b
848;Love yourself love your day love your life.;b
849;Sugar? No thanks, I am already sweet..;b
850;My heart is stolen… Can I check your bar..;p
851;Life is a story, Make yours the best seller!;b
852;Life is short. Smile ;p
853;You are my best reason to lose sleep.;p
854;I’m the dude with cool attitude!;p
855;I wish I had Google in my mind ;b
856;You have TO-GET-HER.;b
857;If you want to be TOGETHER.  ;p
858;Your Whatsapp status say’s online;p
859;… If your online then, why aren’t you ;b
860;Try to solve your problem yourself… ;p
861;Don’t Depend on other..!;b
862;Life begins at the end ;b
863;of your comfort zone.;b
864;Stop saying I wish start saying I will.;p
865;and antivirus in my heart.;p
866;Every people is a intelligent;n
867;When he work Hard! Goood feel;p
868;Please don’t get confused ;p
869;please smile ..to your life;p
870;Love yourself love your day love your life.;p
871;When he work Hard that is great;n
872;Don’t let a bad day ;p
873;make u feel u have a bad life.;n
874;I’ve got nothing to do today ;p
875;but smile.;b
876;Life is to short to remove USB slowly.;n
877;So many assume. So few know.;p
878;Nobody can teach me who I am.;p
879;‘Down’, It only means that you ;p
880;If people are trying to bring you ;p
881;I got less but I got best!;p
882;I’m cool but Summer made me hot!;p
883;I got less but I got best!;n
884;I am Waiting for GF Message!;p
885;So many assume. So few know.;p
886;Stop saying I wish start saying I will;p
887;It costs $b.bb to be a decent person.;b
888;With Great power, Comes great ele bill.;b
889;I’m sorry my fault. I forgot you’re an Idiot.;b
890;Love yourself love your day love your life.;b
891;Sugar? No thanks, I am already sweet..;b
892;My heart is stolen… Can I check your bar..;p
893;Life is a story, Make yours the best seller!;b
894;Life is short. Smile ;p
895;You are my best reason to lose sleep.;p
896;I’m the dude with cool attitude!;p
897;I wish I had Google in my mind ;b
898;You have TO-GET-HER.;b
899;If you want to be TOGETHER.  ;p
900;Your Whatsapp status say’s online;p
901;… If your online then, why aren’t you ;b
902;Try to solve your problem yourself… ;p
903;Don’t Depend on other..!;b
904;Life begins at the end ;b
905;of your comfort zone.;b
906;Stop saying I wish start saying I will.;p
907;and antivirus in my heart.;p
908;Every people is a intelligent;n
909;When he work Hard! Goood feel;p
910;Please don’t get confused ;p
911;please smile ..to your life;p
912;Love yourself love your day love your life.;p
913;When he work Hard that is great;n
914;Don’t let a bad day ;p
915;make u feel u have a bad life.;n
916;I’ve got nothing to do today ;p
917;but smile.;b
918;Life is to short to remove USB slowly.;n
919;So many assume. So few know.;p
920;Nobody can teach me who I am.;p
921;‘Down’, It only means that you ;p
922;If people are trying to bring you ;p
923;I got less but I got best!;p
924;I’m cool but Summer made me hot!;p
925;I got less but I got best!;n
926;I am Waiting for GF Message!;p
927;So many assume. So few know.;p
928;Stop saying I wish start saying I will;p
929;It costs $b.bb to be a decent person.;b
930;With Great power, Comes great ele bill.;b
931;I’m sorry my fault. I forgot you’re an Idiot.;b
932;Love yourself love your day love your life.;b
933;Sugar? No thanks, I am already sweet..;b
934;My heart is stolen… Can I check your bar..;p
935;Life is a story, Make yours the best seller!;b
936;Life is short. Smile ;p
937;You are my best reason to lose sleep.;p
938;I’m the dude with cool attitude!;p
939;I wish I had Google in my mind ;b
940;You have TO-GET-HER.;b
941;If you want to be TOGETHER.  ;p
942;Your Whatsapp status say’s online;p
943;… If your online then, why aren’t you ;b
944;Try to solve your problem yourself… ;p
945;Don’t Depend on other..!;b
946;Life begins at the end ;b
947;of your comfort zone.;b
948;Stop saying I wish start saying I will.;p
949;and antivirus in my heart.;p
950;Every people is a intelligent;n
951;When he work Hard! Goood feel;p
952;Please don’t get confused ;p
953;please smile ..to your life;p
954;Love yourself love your day love your life.;p
955;When he work Hard that is great;n
956;Don’t let a bad day ;p
957;make u feel u have a bad life.;n
958;I’ve got nothing to do today ;p
959;but smile.;b
960;Life is to short to remove USB slowly.;n
961;So many assume. So few know.;p
962;Nobody can teach me who I am.;p
963;‘Down’, It only means that you ;p
964;If people are trying to bring you ;p
965;I got less but I got best!;p
966;I’m cool but Summer made me hot!;p
967;I got less but I got best!;n
968;I am Waiting for GF Message!;p
969;So many assume. So few know.;p
970;Stop saying I wish start saying I will;p
971;It costs $b.bb to be a decent person.;b
972;With Great power, Comes great ele bill.;b
973;I’m sorry my fault. I forgot you’re an Idiot.;b
974;Love yourself love your day love your life.;b
975;Sugar? No thanks, I am already sweet..;b
976;My heart is stolen… Can I check your bar..;p
977;Life is a story, Make yours the best seller!;b
978;Life is short. Smile ;p
979;You are my best reason to lose sleep.;p
980;I’m the dude with cool attitude!;p
981;I wish I had Google in my mind ;b
982;You have TO-GET-HER.;b
983;If you want to be TOGETHER.  ;p
984;Your Whatsapp status say’s online;p
985;… If your online then, why aren’t you ;b
986;Try to solve your problem yourself… ;p
987;Don’t Depend on other..!;b
988;Life begins at the end ;b
989;of your comfort zone.;b
990;Stop saying I wish start saying I will.;p
991;and antivirus in my heart.;p
992;Every people is a intelligent;n
993;When he work Hard! Goood feel;p
994;Please don’t get confused ;p
995;please smile ..to your life;p
996;Love yourself love your day love your life.;p
997;When he work Hard that is great;n
998;Don’t let a bad day ;p
999;make u feel u have a bad life.;n
1000;I’ve got nothing to do today ;p
1001;but smile.;b
1002;Life is to short to remove USB slowly.;n
1003;So many assume. So few know.;p
1004;Nobody can teach me who I am.;p
1005;‘Down’, It only means that you ;p
1006;If people are trying to bring you ;p
1007;I got less but I got best!;p
1008;I’m cool but Summer made me hot!;p
1009;I got less but I got best!;n
1010;I am Waiting for GF Message!;p
1011;So many assume. So few know.;p
1012;Stop saying I wish start saying I will;p
1013;It costs $b.bb to be a decent person.;b
1014;With Great power, Comes great ele bill.;b
1015;I’m sorry my fault. I forgot you’re an Idiot.;b
1016;Love yourself love your day love your life.;b
1017;Sugar? No thanks, I am already sweet..;b
1018;My heart is stolen… Can I check your bar..;p
1019;Life is a story, Make yours the best seller!;b
1020;Life is short. Smile ;p
1021;You are my best reason to lose sleep.;p
1022;I’m the dude with cool attitude!;p
1023;I wish I had Google in my mind ;b
1024;You have TO-GET-HER.;b
1025;If you want to be TOGETHER.  ;p
1026;Your Whatsapp status say’s online;p
1027;… If your online then, why aren’t you ;b
1028;Try to solve your problem yourself… ;p
1029;Don’t Depend on other..!;b
1030;Life begins at the end ;b
1031;of your comfort zone.;b
1032;Stop saying I wish start saying I will.;p
1033;and antivirus in my heart.;p
1034;Every people is a intelligent;n
1035;When he work Hard! Goood feel;p
1036;Please don’t get confused ;p
1037;please smile ..to your life;p
1038;Love yourself love your day love your life.;p
1039;When he work Hard that is great;n
1040;Don’t let a bad day ;p
1041;make u feel u have a bad life.;n
1042;I’ve got nothing to do today ;p
1043;but smile.;b
1044;Life is to short to remove USB slowly.;n
1045;So many assume. So few know.;p
1046;Nobody can teach me who I am.;p
1047;‘Down’, It only means that you ;p
1048;If people are trying to bring you ;p
1049;I got less but I got best!;p
1050;I’m cool but Summer made me hot!;p
1051;I got less but I got best!;n
1052;I am Waiting for GF Message!;p
1053;So many assume. So few know.;p
1054;Stop saying I wish start saying I will;p
1055;It costs $b.bb to be a decent person.;b
1056;With Great power, Comes great ele bill.;b
1057;I’m sorry my fault. I forgot you’re an Idiot.;b
1058;Love yourself love your day love your life.;b
1059;Sugar? No thanks, I am already sweet..;b
1060;My heart is stolen… Can I check your bar..;p
1061;Life is a story, Make yours the best seller!;b
1062;Life is short. Smile ;p
1063;You are my best reason to lose sleep.;p
1064;I’m the dude with cool attitude!;p
1065;I wish I had Google in my mind ;b
1066;You have TO-GET-HER.;b
1067;If you want to be TOGETHER.  ;p
1068;Your Whatsapp status say’s online;p
1069;… If your online then, why aren’t you ;b
1070;Try to solve your problem yourself… ;p
1071;Don’t Depend on other..!;b
1072;Life begins at the end ;b
1073;of your comfort zone.;b
1074;Stop saying I wish start saying I will.;p
1075;and antivirus in my heart.;p
1076;Every people is a intelligent;n
1077;When he work Hard! Goood feel;p
1078;Please don’t get confused ;p
1079;please smile ..to your life;p
1080;Love yourself love your day love your life.;p
1081;When he work Hard that is great;n
1082;Don’t let a bad day ;p
1083;make u feel u have a bad life.;n
1084;I’ve got nothing to do today ;p
1085;but smile.;b
1086;Life is to short to remove USB slowly.;n
1087;So many assume. So few know.;p
1088;Nobody can teach me who I am.;p
1089;‘Down’, It only means that you ;p
1090;If people are trying to bring you ;p
1091;I got less but I got best!;p
1092;I’m cool but Summer made me hot!;p
1093;I got less but I got best!;n
1094;I am Waiting for GF Message!;p
1095;So many assume. So few know.;p
1096;Stop saying I wish start saying I will;p
1097;It costs $b.bb to be a decent person.;b
1098;With Great power, Comes great ele bill.;b
1099;I’m sorry my fault. I forgot you’re an Idiot.;b
1100;Love yourself love your day love your life.;b
1101;Sugar? No thanks, I am already sweet..;b
1102;My heart is stolen… Can I check your bar..;p
1103;Life is a story, Make yours the best seller!;b
1104;Life is short. Smile ;p
1105;You are my best reason to lose sleep.;p
1106;I’m the dude with cool attitude!;p
1107;I wish I had Google in my mind ;b
1108;You have TO-GET-HER.;b
1109;If you want to be TOGETHER.  ;p
1110;Your Whatsapp status say’s online;p
1111;… If your online then, why aren’t you ;b
1112;Try to solve your problem yourself… ;p
1113;Don’t Depend on other..!;b
1114;Life begins at the end ;b
1115;of your comfort zone.;b
1116;Stop saying I wish start saying I will.;p
1117;and antivirus in my heart.;p
1118;Every people is a intelligent;n
1119;When he work Hard! Goood feel;p
1120;Please don’t get confused ;p
1121;please smile ..to your life;p
1122;Love yourself love your day love your life.;p
1123;When he work Hard that is great;n
1124;Don’t let a bad day ;p
1125;make u feel u have a bad life.;n
1126;I’ve got nothing to do today ;p
